10955	16890
10955	3832
10955	11215
11192	13581
11192	7626
1242	5279
1242	3108
1242	12590
13007	9987
13007	16875
13007	9801
13007	12698
13007	15360
3762	14237
3762	5346
3762	12500
14957	12353
14957	5990
14957	2768
14957	14489
14957	6140
14957	5693
2173	3490
2173	14072
2173	4904
2173	1355
2173	52
12628	444
12628	13988
3800	2972
3800	14989
12352	5903
12352	13421
12352	3160
1389	10406
1389	6588
1389	14383
1389	10664
1389	11961
3167	10687
3167	3860
7394	9539
7394	8015
7394	7002
7394	11057
3277	15466
3277	9621
10507	10062
10507	8850
11756	1814
11756	10905
11756	10390
9875	1189
9875	8688
6008	8146
6008	5740
421	5864
2295	11721
2295	11012
5079	6230
5079	10793
5079	12431
5079	8210
5079	5973
5079	3905
476	17496
476	12172
3814	11295
3814	5549
3814	4396
5906	14352
11390	3229
11390	4586
11390	8539
13199	4204
13199	10143
8752	6391
8752	11808
8752	12584
9438	11778
153	12104
153	4187
153	13460
153	3587
153	4282
153	2249
153	921
153	5786
153	13729
153	2183
153	13689
153	9985
153	15735
153	15949
153	1329
153	7510
153	6635
331	9796
331	8766
331	14969
331	12564
331	17262
331	10970
3044	7583
3044	11191
3044	11117
3044	3158
13745	13116
13198	8111
2192	4496
2192	13501
2192	613
691	14928
691	1921
14271	9398
14271	8698
7821	10679
7821	4008
7821	3573
7821	6715
7821	13519
6196	7046
6196	7919
6196	10437
6196	7533
6196	7274
6196	14963
6196	7512
6196	7626
6196	6973
6196	13581
6196	10510
6196	2269
6196	8092
6196	2009
6196	5048
6196	10227
1287	1462
13769	3516
13769	1837
13769	16683
13769	8030
13769	16661
13769	11987
13769	6398
13769	13749
13769	7048
13769	16020
13769	8258
13769	13055
13769	3482
13769	12353
13769	2937
13769	3541
13769	14153
13769	5658
13769	14989
13769	14513
13769	72
13769	1331
13769	15832
13769	253
13769	1069
13769	16705
13769	11132
13769	11852
10635	16834
10635	4052
14939	16906
14939	5839
14939	1599
4466	9171
4466	13143
4466	9743
8725	6702
4999	15971
17443	7604
4592	3865
5273	14009
10549	14530
10549	14345
10549	13243
10549	5889
5050	2989
5050	3127
17151	2671
15325	12703
15325	4434
3174	16424
3174	8913
11706	12768
11706	14163
7186	16308
7946	6855
7946	6637
5945	11464
5945	5715
4037	5547
14309	11313
14309	3416
1441	2136
1441	181
1441	14830
6380	7830
6380	5821
6380	13160
6380	9435
1713	10683
11563	4213
11563	6521
16641	9604
16641	5283
16641	8545
9421	4669
2338	11636
2338	16078
7518	13482
7518	8828
12742	12446
12742	5262
9853	6725
8172	2740
8172	12254
93	12064
93	17272
93	762
93	15535
93	13291
93	9216
12063	13333
12063	12054
12063	13578
12063	9008
12063	14756
12063	12283
12063	10237
12063	12173
12063	14205
12063	215
12063	1159
7317	8719
17232	14978
17232	17166
16439	6701
16439	2784
12399	10258
10169	14503
10169	7751
10169	13428
10169	12292
10169	8432
4165	14598
10455	3446
11021	3502
11021	7480
11021	4667
11021	13704
4864	16521
4864	2507
4864	8392
12701	12240
12701	12788
15140	15842
15140	6904
15140	10256
8324	2811
9198	1818
9198	8485
10421	11774
1481	12842
1481	16696
15075	4645
5659	5753
5659	7346
11166	2444
11166	3948
13583	14187
238	761
238	10736
238	4378
15107	1229
15107	8284
15107	3248
15107	15683
15107	5570
9647	1803
9647	3514
14562	172
14562	7262
14562	15035
1589	5523
1589	8058
1589	9003
1589	8028
1589	7668
1589	7580
1589	9734
1589	16479
1589	12492
1589	728
1589	9921
6161	15045
6161	4216
397	6515
397	3907
6615	1890
6615	9949
6615	3872
6615	7231
8771	9661
8771	16584
15716	5583
15716	10683
2388	8219
2388	6357
2388	6532
2388	7895
2388	2757
2388	5030
2388	13918
2388	4346
2388	3956
2388	16009
2388	11586
2388	2155
4519	9513
5474	14030
5474	2156
5474	15596
5474	12879
5474	9638
5474	9289
15813	15629
15813	8819
15813	958
15813	1633
8588	658
8588	2436
8588	3844
8588	4940
8588	4282
8588	9866
129	9943
129	16702
13228	12087
13228	881
13228	1329
13228	2993
13228	2937
13228	5378
13228	13924
8339	4033
8339	16134
8339	12141
8339	4499
8339	919
8339	14847
8339	2652
8339	1884
8339	15836
8339	7578
8339	10307
8339	16833
8339	8017
8339	6056
2314	12369
2314	10
2314	11832
2314	13315
17248	13940
17248	13112
13517	13750
13517	8409
13517	10114
13517	9024
13517	14960
9884	12981
17127	2819
17127	5636
17127	3677
11421	6569
13913	7684
13913	34
13913	5165
13913	17437
13913	8981
13913	14713
11415	12239
11415	14447
4356	14972
3039	8175
7560	3462
7560	14437
16267	9894
16267	6576
13830	6368
13830	9736
13830	4679
13830	8366
13830	12136
13830	9194
13023	3924
13023	4456
13023	9808
2821	3663
2821	13709
9075	10151
17237	17195
17237	16758
17237	9524
17237	8770
17237	5240
3376	1878
3376	17317
9116	10658
2771	12861
2771	2154
2771	16399
2771	7222
4525	11967
4525	16051
9285	11994
9285	3014
9285	5790
9285	13014
3222	8158
3222	13036
3222	6595
5345	13206
5345	11128
570	4313
1154	3675
4105	17478
4105	14120
4105	977
16132	3633
16132	7384
2868	2838
1948	6506
1948	9541
1948	9082
1151	3087
1151	13045
7376	17064
15469	16519
15469	3213
15469	3686
13224	11312
13224	14378
13224	10377
7508	1901
7508	13241
7508	2008
733	4672
733	10535
733	6296
733	2948
363	7094
363	6193
17280	9712
17280	12723
17280	11800
17280	14006
17280	3896
17280	429
17280	4654
17280	5314
17280	2941
17280	15164
5248	3095
5248	11683
5248	6850
3494	15540
6873	15087
6873	1083
6873	14280
6873	13546
11357	11953
14694	6874
12316	7167
12316	13648
12916	12048
12916	5159
12916	1240
8860	11124
14336	4095
14336	4120
10830	1520
12264	9337
12264	8018
14860	14591
14860	15603
14860	16671
14860	16386
14938	1913
14938	2042
14938	12412
6050	13068
8326	11175
8326	15517
8326	8570
6179	11419
6179	11607
6179	12956
6179	400
2031	1767
2031	14104
2031	11899
2031	4891
2031	6169
2031	15612
2031	6381
2031	6811
2031	12401
2031	15135
2031	2804
2031	15605
2031	2200
2031	1160
14389	2864
14389	9356
14389	15740
14389	12828
5839	14939
5737	1815
5737	15302
5737	13686
5737	13283
5737	12337
1782	11161
1782	16871
1782	3032
6131	16952
6131	2148
6131	640
6131	4692
6131	2187
14451	11272
1663	4728
1663	16808
1663	16427
1663	6444
